"Birmingham"

"Estimated Background Air Pollution Maps (base year 2021), downloaded from https://uk-air.defra.gov.uk/data/laqm-background-home.  Total annual mean concentrations based on 1 km x 1 km grid squares are provided. For further information please refer to the LAQM Support Helpdesk at https://laqm.defra.gov.uk/helpdesk/laqm-helpdesk.html "

Concentrations are as ug.m-3 NOx as NO2
Local_Auth_Code,x,y,geo_area,EU_zone_agglom_01,Total_NOx_25,Motorway_in_25,Motorway_out_25,Trunk_A_Rd_in_25,Trunk_A_Rd_out_25,Primary_A_Rd_in_25,Primary_A_Rd_out_25,Minor_Rd+Cold_Start_in_25,Minor_Rd+Cold_Start_out_25,Industry_in_25,Industry_out_25,Domestic_in_25,Domestic_out_25,Aircraft_in_25,Aircraft_out_25,Rail_in_25,Rail_out_25,Other_in_25,Other_out_25,Point_Sources_25,Rural_25
E08000025,407500,280500,6,2,15.93629,0,0.784208,0,0.007892,0.394869,1.081667,0.792251,2.28049,0.00568,1.825295,0.3246,1.801457,0,0.076361,0,0.375968,0.035506,1.816409,1.012009,3.32163
E08000025,408500,280500,6,2,15.06128,0,0.779041,0,0.007914,0,1.070995,0.680989,2.248038,0.006628,1.760621,0.366033,1.727932,0,0.086683,0,0.347664,0.01062,1.717673,0.928821,3.32163
E08000025,409500,280500,6,2,14.7579,0,0.783612,0,0.008465,0,0.987522,0.647046,2.232274,0.006163,1.746517,0.295907,1.677072,0,0.099804,0.035264,0.34401,0.010372,1.702733,0.859512,3.32163
E08000025,410500,280500,6,2,14.96484,0,0.795325,0,0.01082,0.289434,0.969711,0.722625,2.256839,0.005429,1.712905,0.242797,1.648655,0,0.117127,0.016438,0.360547,0.022174,1.600174,0.826979,3.366863
E08000025,411500,280500,6,2,15.31977,0,0.813933,0,0.012483,0.450358,0.988425,0.924322,2.23351,0.005831,1.691379,0.327777,1.617635,0,0.140272,0,0.360718,0.017807,1.520076,0.848384,3.366863
E08000025,400500,279500,6,35,11.74164,0,0.801234,0,0.001742,0,0.74232,0.381163,1.719055,0.013216,1.436193,0.15219,1.178943,0,0.019659,0,0.208758,0.074281,0.982422,0.743531,3.286933
E08000025,401500,279500,6,2,13.6283,0,0.777175,0,0.00196,0.385365,0.848984,0.834199,1.947984,0.006115,1.477035,0.424851,1.351482,0,0.043443,0,0.318773,0.01919,1.210073,0.694743,3.286933
E08000025,402500,279500,6,2,14.52019,0,0.770491,0,0.002023,0.18826,0.924282,1.130242,2.1159,0.004835,1.531478,0.379503,1.519954,0,0.046887,0.153686,0.368055,0.016568,1.318418,0.762674,3.286933
E08000025,403500,279500,6,2,15.12493,0,0.784739,0,0.002818,0,0.94014,0.918365,2.198902,0.005687,1.614239,0.30829,1.68861,0,0.050859,0.333378,0.367357,0.040702,1.681058,0.902848,3.286933
E08000025,404500,279500,6,2,24.00921,0,0.780147,0,0.005652,0.513247,0.925686,0.819757,2.165244,1.088032,1.632724,2.072105,1.54457,0,0.05544,0.335454,0.381682,4.071876,1.563394,2.767265,3.286933
E08000025,405500,279500,6,2,20.09684,0,0.779237,0,0.006994,0.10764,0.992315,0.6611,2.154325,0.979929,1.716866,0.296172,1.902775,0,0.060768,0.127863,0.409499,1.617855,2.356977,2.593137,3.33339
E08000025,406500,279500,6,2,15.99777,0,0.780998,0,0.007312,0,0.959794,0.936918,2.07799,0.008407,1.739015,0.355241,1.667481,0,0.06706,0,0.374429,0.637136,2.017131,1.035468,3.33339
E08000025,407500,279500,6,2,15.55182,0,0.783983,0,0.007685,0.464597,0.978548,0.696937,2.077517,0.005797,1.660254,0.309989,1.614019,0,0.074665,0,0.328778,0.64028,1.6972,0.878179,3.33339
E08000025,408500,279500,6,2,14.89064,0,0.772812,0,0.00771,0,0.980585,0.672836,2.064991,0.153259,1.624074,0.293503,1.574643,0,0.084088,0,0.315522,0.605321,1.596086,0.811823,3.33339
E08000025,409500,279500,6,2,14.67716,0,0.776282,0,0.008288,0,0.870495,0.790557,2.033246,0.017615,1.616717,0.322242,1.516605,0,0.095994,0,0.319042,0.628459,1.585785,0.762445,3.33339
E08000025,410500,279500,6,2,14.36946,0,0.787022,0,0.012558,0,0.87004,0.958419,2.046182,0.005764,1.60572,0.307074,1.504157,0,0.11133,0.053049,0.322815,0.016727,1.635906,0.752818,3.379884
E08000025,398500,278500,6,35,11.29593,0.082435,1.25437,0,0.001635,0,0.711873,0.717043,1.238558,0.01258,1.357153,0.229208,0.92582,0,0,0,0.172019,0.008629,0.950794,0.661974,2.971837
E08000025,399500,278500,6,2,11.86702,0,0.92955,0,0.001628,0,0.761211,0.973913,1.488195,0.006127,1.398971,0.325854,1.100556,0,0,0,0.196281,0.056346,0.976759,0.679787,2.971837
E08000025,400500,278500,6,2,12.56985,0,0.823668,0,0.001785,0,0.84954,0.81293,1.731337,0.006125,1.401256,0.255256,1.233059,0,0.020932,0,0.251104,0.105955,1.071898,0.718078,3.286933
E08000025,401500,278500,6,2,13.78032,0,0.778972,0,0.00183,0.548445,0.807685,0.939492,1.888789,0.006001,1.408975,0.299618,1.343919,0,0.043407,0.198912,0.346338,0.068806,1.159873,0.652334,3.286933
E08000025,402500,278500,6,2,13.85196,0,0.780282,0,0.001901,0,0.87628,0.925717,2.04263,0.005647,1.445321,0.368601,1.414104,0,0.046688,0.250177,0.37473,0.03292,1.303054,0.696978,3.286933
E08000025,403500,278500,6,2,14.23536,0,0.795159,0,0.002681,0,0.868154,0.858692,2.063905,0.006533,1.524035,0.300669,1.530771,0,0.050393,0,0.401496,0.009715,1.733642,0.802584,3.286933
E08000025,404500,278500,6,2,15.12646,0,0.7909,0,0.005482,0.278396,0.859111,0.693963,2.038348,0.004821,1.596287,0.264391,1.637846,0,0.05461,0,0.367095,0.196579,2.134203,0.9175,3.286933
E08000025,405500,278500,6,2,15.04933,0,0.790238,0,0.006816,0.082487,0.857367,0.850064,1.89157,0.008256,1.570106,0.326675,1.532396,0,0.059506,0,0.339903,0.557457,1.974743,0.868352,3.33339
E08000025,406500,278500,6,2,13.55595,0,0.791591,0,0.007161,0,0.865442,0.519833,1.83935,0.010292,1.518638,0.271133,1.443531,0,0.06534,0,0.311845,0.008803,1.801573,0.768034,3.33339
E08000025,407500,278500,6,2,13.87678,0,0.788602,0,0.007563,0.575537,0.917969,0.579989,1.777586,0.009393,1.51045,0.275628,1.399475,0,0.072429,0,0.293764,0.01356,1.596466,0.724974,3.33339
E08000025,408500,278500,6,2,13.4459,0,0.775036,0,0.0076,0,0.93766,0.802326,1.779927,0.008348,1.524711,0.24999,1.395698,0,0.08112,0,0.287622,0.016933,1.539041,0.706499,3.33339
E08000025,399500,277500,6,2,12.16497,0,0.8635,0,0.001656,0.481853,0.746358,0.782856,1.468235,0.004473,1.340251,0.570807,1.031084,0,0,0,0.210533,0.030509,0.987497,0.673524,2.971837
E08000025,400500,277500,6,2,12.60541,0,0.803413,0,0.001697,0.548821,0.753573,0.734873,1.652086,0.003423,1.318977,0.28365,1.164169,0,0.020785,0,0.272083,0.012127,1.04618,0.702621,3.286933
E08000025,401500,277500,6,2,13.15724,0,0.777175,0,0.001743,0.156582,0.790579,0.846637,1.754171,0.00478,1.332481,0.511495,1.17807,0,0.043002,0.358814,0.343449,0.014995,1.128973,0.627363,3.286933
E08000025,402500,277500,6,2,13.32451,0,0.783565,0,0.00182,0,0.81578,1.162945,1.754619,0.006607,1.379829,0.331854,1.268327,0,0.046032000000000003,0,0.411952,0.118694,1.286269,0.669282,3.286933
E08000025,403500,277500,6,2,14.6437,0,0.798941,0,0.002591,0.324043,0.775156,0.903713,1.766588,0.010322,1.417375,0.391539,1.274812,0,0.049445,0,0.330774,1.178916,1.414883,0.717672,3.286933
E08000025,404500,277500,6,2,14.01211,0,0.798072,0,0.005368,0.097521,0.798211,0.868056,1.686675,0.006823,1.442899,0.296638,1.279925,0,0.053375,0,0.302258,0.663726,1.678331,0.747297,3.286933
E08000025,400500,276500,6,2,11.38803,0,0.825854,0,0.001651,0,0.72188,0.656291,1.448822,0.005107,1.244673,0.075141,1.035542,0,0.02047,0,0.286534,0.137214,0.973992,0.667925,3.286933
